step,action,action_label,reward,cumulative_reward,x,y,vx,vy,angle,angular_velocity,left_contact,right_contact,terminated,truncated
0,0,Ne rien faire,-0.41967646297723604,-0.41967646297723604,0.014795398339629173,1.427247166633606,0.7482664585113525,0.34992191195487976,-0.016951771453022957,-0.16774623095989227,0.0,0.0,False,False
1,0,Ne rien faire,-0.4854714611913664,-0.9051479241686025,0.022193526849150658,1.4345240592956543,0.7482928037643433,0.3232937455177307,-0.02533351443707943,-0.16765086352825165,0.0,0.0,False,False
2,0,Ne rien faire,-0.5006200118346555,-1.405767936003258,0.029591942206025124,1.4412016868591309,0.7483173608779907,0.2966185510158539,-0.0337141714990139,-0.1676287055015564,0.0,0.0,False,False
3,0,Ne rien faire,-0.5207346771082939,-1.926502613111552,0.03699064254760742,1.4472804069519043,0.7483418583869934,0.26994454860687256,-0.042093463242053986,-0.1676018089056015,0.0,0.0,False,False
4,0,Ne rien faire,-0.5435437053484122,-2.470046318459964,0.04438962787389755,1.4527597427368164,0.7483664751052856,0.24327121675014496,-0.050471413880586624,-0.16757461428642273,0.0,0.0,False,False
5,1,Orientation gauche,0.6347357187464422,-1.835310599713522,0.05170278623700142,1.4576555490493774,0.7375733852386475,0.21736764907836914,-0.056666966527700424,-0.12392260134220123,0.0,0.0,False,False
6,1,Orientation gauche,0.8507043291727723,-0.9846062705407497,0.05893087387084961,1.4619498252868652,0.7269102931022644,0.19069291651248932,-0.06072472780942917,-0.0811627060174942,0.0,0.0,False,False
7,1,Orientation gauche,0.7644600012824878,-0.22014626925826186,0.06609277427196503,1.4656529426574707,0.7185906767845154,0.16449084877967834,-0.06310459226369858,-0.04760152846574783,0.0,0.0,False,False
8,1,Orientation gauche,0.8671613780769303,0.6470151088186684,0.07319192588329315,1.4687539339065552,0.7107323408126831,0.13778024911880493,-0.06391192227602005,-0.016148429363965988,0.0,0.0,False,False
9,1,Orientation gauche,1.1311163281110919,1.7781314369297603,0.08021869510412216,1.4712719917297363,0.7016299962997437,0.1119585782289505,-0.06287746876478195,0.020690951496362686,0.0,0.0,False,False
10,1,Orientation gauche,1.3228970122087287,3.101028449138489,0.08717107772827148,1.473191261291504,0.6923166513442993,0.0854165330529213,-0.059978242963552475,0.057989828288555145,0.0,0.0,False,False
11,1,Orientation gauche,1.7370205959875602,4.838049045126049,0.09403171390295029,1.4745168685913086,0.6807990074157715,0.059121470898389816,-0.0547686405479908,0.10420139133930206,0.0,0.0,False,False
