evaluation_id,episode_id,seed,step,action,action_label,reward,cumulative_reward,terminated,truncated,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,next_state_0,next_state_1,next_state_2,next_state_3,next_state_4,next_state_5,next_state_6,next_state_7,prob_0,prob_1,prob_2,prob_3,state_value
ppo_optuna_final_100,0,10000,0,3,moteur d'orientation droit,-0.7050052712343404,-0.7050052712343404,False,False,-0.00331287388689816,1.4029059410095215,-0.3355909287929535,-0.35618749260902405,0.003845765022560954,0.07601618021726608,0.0,0.0,-0.006559181027114391,1.394311547279358,-0.3267126679420471,-0.3819815516471863,0.00591255770996213,0.041340336203575134,0.0,0.0,0.020621249452233315,0.004832991864532232,0.0019003004999831319,0.9726454615592957,259.70819091796875
ppo_optuna_final_100,0,10000,1,3,moteur d'orientation droit,-0.7108448770775613,-1.4158501483119017,False,False,-0.006559181027114391,1.394311547279358,-0.3267126679420471,-0.3819815516471863,0.00591255770996213,0.041340336203575134,0.0,0.0,-0.00974206905812025,1.3851203918457031,-0.318767786026001,-0.40849825739860535,0.006383300293236971,0.009415928274393082,0.0,0.0,0.01744571328163147,0.015235784463584423,0.0025235330685973167,0.9647949934005737,260.3374328613281
ppo_optuna_final_100,0,10000,2,3,moteur d'orientation droit,-0.3000180047337426,-1.7158681530456443,False,False,-0.00974206905812025,1.3851203918457031,-0.318767786026001,-0.40849825739860535,0.006383300293236971,0.009415928274393082,0.0,0.0,-0.012827491387724876,1.3753201961517334,-0.3065347969532013,-0.43555715680122375,0.004402042366564274,-0.03962908685207367,0.0,0.0,0.03187493234872818,0.0306226909160614,0.0029863924719393253,0.9345160126686096,261.11566162109375
ppo_optuna_final_100,0,10000,3,3,moteur d'orientation droit,-0.4414361936325395,-2.157304346678184,False,False,-0.012827491387724876,1.3753201961517334,-0.3065347969532013,-0.43555715680122375,0.004402042366564274,-0.03962908685207367,0.0,0.0,-0.015851879492402077,1.364915370941162,-0.2988828420639038,-0.46242889761924744,0.0008891283068805933,-0.07026489824056625,0.0,0.0,0.14797651767730713,0.05886247009038925,0.0029987995512783527,0.7901621460914612,261.7778625488281
ppo_optuna_final_100,0,10000,4,3,moteur d'orientation droit,-1.0395640677790243,-3.1968684144572084,False,False,-0.015851879492402077,1.364915370941162,-0.2988828420639038,-0.46242889761924744,0.0008891283068805933,-0.07026489824056625,0.0,0.0,-0.01879091188311577,1.353907823562622,-0.2881869077682495,-0.48922717571258545,-0.004765669349581003,-0.11310644447803497,0.0,0.0,0.1777460277080536,0.05055183172225952,0.002359303180128336,0.769342839717865,262.69488525390625
ppo_optuna_final_100,0,10000,5,3,moteur d'orientation droit,-1.4421362709084053,-4.639004685365614,False,False,-0.01879091188311577,1.353907823562622,-0.2881869077682495,-0.48922717571258545,-0.004765669349581003,-0.11310644447803497,0.0,0.0,-0.02163715288043022,1.342297077178955,-0.27653637528419495,-0.5160796046257019,-0.012751883827149868,-0.1597389429807663,0.0,0.0,0.11683908849954605,0.033659711480140686,0.004312010481953621,0.8451892137527466,263.5226135253906
ppo_optuna_final_100,0,10000,6,3,moteur d'orientation droit,-1.7886748028229806,-6.427679488188595,False,False,-0.02163715288043022,1.342297077178955,-0.27653637528419495,-0.5160796046257019,-0.012751883827149868,-0.1597389429807663,0.0,0.0,-0.02440967597067356,1.3300772905349731,-0.26731666922569275,-0.5432162880897522,-0.022581905126571655,-0.196618914604187,0.0,0.0,0.33341696858406067,0.0917157232761383,0.025795605033636093,0.5490716695785522,264.50341796875
ppo_optuna_final_100,0,10000,7,2,moteur principal,1.6539607937323921,-4.7737186944562024,False,False,-0.02440967597067356,1.3300772905349731,-0.26731666922569275,-0.5432162880897522,-0.022581905126571655,-0.196618914604187,0.0,0.0,-0.02731924131512642,1.3184804916381836,-0.28027650713920593,-0.515601634979248,-0.03315119817852974,-0.2114052027463913,0.0,0.0,0.09302042424678802,0.1252571940422058,0.7399421334266663,0.0417802631855011,265.950439453125
ppo_optuna_final_100,0,10000,8,2,moteur principal,2.1600362091121896,-2.613682485344013,False,False,-0.02731924131512642,1.3184804916381836,-0.28027650713920593,-0.515601634979248,-0.03315119817852974,-0.2114052027463913,0.0,0.0,-0.030211066827178,1.3074880838394165,-0.27846038341522217,-0.4888208508491516,-0.0437624529004097,-0.21224471926689148,0.0,0.0,0.2583352327346802,0.19829106330871582,0.4694085121154785,0.0739651471376419,264.699462890625
ppo_optuna_final_100,0,10000,9,0,ne rien faire,-2.2410929245139073,-4.85477540985792,False,False,-0.030211066827178,1.3074880838394165,-0.27846038341522217,-0.4888208508491516,-0.0437624529004097,-0.21224471926689148,0.0,0.0,-0.0331026092171669,1.2958970069885254,-0.2784300446510315,-0.5155026316642761,-0.054372262209653854,-0.21221549808979034,0.0,0.0,0.37139782309532166,0.207816481590271,0.3571103513240814,0.06367544829845428,263.61370849609375
ppo_optuna_final_100,0,10000,10,2,moteur principal,1.8890578141857588,-2.965717595672161,False,False,-0.0331026092171669,1.2958970069885254,-0.2784300446510315,-0.5155026316642761,-0.054372262209653854,-0.21221549808979034,0.0,0.0,-0.035912226885557175,1.2847535610198975,-0.27045780420303345,-0.49567535519599915,-0.06477490067481995,-0.20807227492332458,0.0,0.0,0.13290195167064667,0.17992937564849854,0.6601548790931702,0.027013791725039482,265.63580322265625
ppo_optuna_final_100,0,10000,11,2,moteur principal,1.7064737187240382,-1.259243876948123,False,False,-0.035912226885557175,1.2847535610198975,-0.27045780420303345,-0.49567535519599915,-0.06477490067481995,-0.20807227492332458,0.0,0.0,-0.03873453289270401,1.274146556854248,-0.27144402265548706,-0.4719242453575134,-0.07546969503164291,-0.2139151394367218,0.0,0.0,0.2377823442220688,0.2591981291770935,0.4773049056529999,0.02571466751396656,264.5316162109375
ppo_optuna_final_100,0,10000,12,2,moteur principal,3.0978750169542595,1.8386311400061366,False,False,-0.03873453289270401,1.274146556854248,-0.27144402265548706,-0.4719242453575134,-0.07546969503164291,-0.2139151394367218,0.0,0.0,-0.04146213456988335,1.2643263339996338,-0.26209571957588196,-0.43702587485313416,-0.08604746311903,-0.21157479286193848,0.0,0.0,0.3314533531665802,0.3005965054035187,0.34695887565612793,0.02099120244383812,262.89678955078125
ppo_optuna_final_100,0,10000,13,0,ne rien faire,-2.33036298864036,-0.49173184863422326,False,False,-0.04146213456988335,1.2643263339996338,-0.26209571957588196,-0.43702587485313416,-0.08604746311903,-0.21157479286193848,0.0,0.0,-0.04418935626745224,1.2539074420928955,-0.26206713914871216,-0.4637106955051422,-0.0966237485408783,-0.21154475212097168,0.0,0.0,0.423251211643219,0.3389938473701477,0.21290864050388336,0.02484624646604061,260.3257141113281
ppo_optuna_final_100,0,10000,14,1,moteur d'orientation gauche,-2.6268677550536936,-3.118599603687917,False,False,-0.04418935626745224,1.2539074420928955,-0.26206713914871216,-0.4637106955051422,-0.0966237485408783,-0.21154475212097168,0.0,0.0,-0.04701347276568413,1.2428982257843018,-0.2742319405078888,-0.48984819650650024,-0.10474637895822525,-0.16246698796749115,0.0,0.0,0.2948874235153198,0.35336747765541077,0.3387227952480316,0.013022304512560368,262.18682861328125
