step,action,action_label,reward,cumulative_reward,x,y,vx,vy,angle,angular_velocity,left_contact,right_contact,terminated,truncated
0,0,Ne rien faire,-2.0616627299233983,-2.0616627299233983,-0.0004347801150288433,1.401200294494629,-0.022000063210725784,-0.2288217544555664,0.0005051421467214823,0.004931270144879818,0.0,0.0,False,False
1,0,Ne rien faire,-2.1066012731399155,-4.168264003063314,-0.000652313232421875,1.395451545715332,-0.02200082130730152,-0.2554997205734253,0.0007515726028941572,0.004929122515022755,0.0,0.0,False,False
2,0,Ne rien faire,-2.0480924144377184,-6.216356417501032,-0.0008698463207110763,1.389102578163147,-0.022001544013619423,-0.2821720540523529,0.0009979886235669255,0.0049287667497992516,0.0,0.0,False,False
3,0,Ne rien faire,-1.9892932014078895,-8.205649618908922,-0.0010873794090002775,1.3821537494659424,-0.022002268582582474,-0.3088410198688507,0.00124436488840729,0.0049279918894171715,0.0,0.0,False,False
4,0,Ne rien faire,-1.9303744248401813,-10.136024043749103,-0.0013049126137048006,1.3746048212051392,-0.02200300060212612,-0.33550921082496643,0.0014907007571309805,0.004927195608615875,0.0,0.0,False,False
5,0,Ne rien faire,-1.8712848362175407,-12.007308879966644,-0.0015223503578454256,1.3664557933807373,-0.02200372889637947,-0.3621774911880493,0.0017370007699355483,0.004926485009491444,0.0,0.0,False,False
6,0,Ne rien faire,-1.8120191092814082,-13.819327989248052,-0.0017398834461346269,1.3577067852020264,-0.02200445346534252,-0.38884586095809937,0.001983257941901684,0.004925676621496677,0.0,0.0,False,False
7,0,Ne rien faire,-1.75258747209773,-15.571915461345782,-0.001957416534423828,1.3483576774597168,-0.022005178034305573,-0.41551414132118225,0.0022294719237834215,0.0049249096773564816,0.0,0.0,False,False
8,0,Ne rien faire,-1.6930830001168147,-17.264998461462596,-0.002174949739128351,1.3384085893630981,-0.022005898877978325,-0.4421825706958771,0.0024756353814154863,0.004924096632748842,0.0,0.0,False,False
9,0,Ne rien faire,-1.633480451137359,-18.898478912599955,-0.0023925781715661287,1.3278594017028809,-0.022006619721651077,-0.4688510596752167,0.0027217885944992304,0.004923263099044561,0.0,0.0,False,False
10,0,Ne rien faire,-1.5738121765571123,-20.472291089157068,-0.0026102066040039062,1.3167102336883545,-0.02200733870267868,-0.4955194890499115,0.0029678980354219675,0.0049224840477108955,0.0,0.0,False,False
11,1,Orientation gauche,-1.7216449332513821,-22.19393602240845,-0.0028869628440588713,1.3049631118774414,-0.029443036764860153,-0.52210533618927,0.004704056307673454,0.03472666069865227,0.0,0.0,False,False
12,1,Orientation gauche,-1.900768504169547,-24.094704526578,-0.003254413604736328,1.2926231622695923,-0.04079482704401016,-0.548457682132721,0.00871281698346138,0.08018232136964798,0.0,0.0,False,False
13,3,Orientation droite,-1.5922687761586747,-25.686973302736675,-0.003552055452018976,1.279676914215088,-0.032029591500759125,-0.5754006505012512,0.010962243191897869,0.044992513954639435,0.0,0.0,False,False
14,2,Moteur principal,3.978313153354418,-21.708660149382258,-0.0038957595825195312,1.2674732208251953,-0.03647708520293236,-0.5424063801765442,0.013041622936725616,0.0415915921330452,0.0,0.0,False,False
15,1,Orientation gauche,-1.8994428672263826,-23.60810301660864,-0.004329395480453968,1.2546765804290771,-0.047748904675245285,-0.5687856674194336,0.01737639494240284,0.08670340478420258,0.0,0.0,False,False
16,2,Moteur principal,3.4097834835105916,-20.19831953309805,-0.004892826080322266,1.2425578832626343,-0.06018080189824104,-0.538658857345581,0.02117128111422062,0.07590444386005402,0.0,0.0,False,False
17,3,Orientation droite,-1.434635867267018,-21.63295540036507,-0.005361747927963734,1.2298392057418823,-0.04832744225859642,-0.5652927756309509,0.022589657455682755,0.028370514512062073,0.0,0.0,False,False
18,2,Moteur principal,3.757376386982128,-17.875579013382943,-0.0060066222213208675,1.2178210020065308,-0.0651976615190506,-0.5341438055038452,0.023277612403035164,0.01376054622232914,0.0,0.0,False,False
19,3,Orientation droite,-1.1404969809613295,-19.016075994344273,-0.006572151090949774,1.2052111625671387,-0.05522044375538826,-0.5604199767112732,0.02196347899734974,-0.02628503181040287,0.0,0.0,False,False
20,2,Moteur principal,4.613633677304944,-14.40244231703933,-0.007172870449721813,1.1934233903884888,-0.05867354944348335,-0.5238870978355408,0.02058282494544983,-0.02761559560894966,0.0,0.0,False,False
21,2,Moteur principal,0.7646856327201419,-13.63775668431919,-0.0076506612822413445,1.181564450263977,-0.0470016747713089,-0.5270558595657349,0.019806697964668274,-0.015523597598075867,0.0,0.0,False,False
22,2,Moteur principal,2.5348731008625807,-11.10288358345661,-0.008299064822494984,1.1700921058654785,-0.06331580132246017,-0.5098578333854675,0.01829889416694641,-0.03015858307480812,0.0,0.0,False,False
23,2,Moteur principal,1.5791451666047294,-9.52373841685188,-0.008901786990463734,1.158748745918274,-0.059002894908189774,-0.5041341185569763,0.017045022919774055,-0.025079796090722084,0.0,0.0,False,False
24,2,Moteur principal,4.572038311296564,-4.951700105555317,-0.009467124938964844,1.148239254951477,-0.05551021173596382,-0.467078298330307,0.016039228066802025,-0.020116005092859268,0.0,0.0,False,False
25,1,Orientation gauche,-1.8443993349852394,-6.796099440540557,-0.01011581439524889,1.137121319770813,-0.06597152352333069,-0.4941455125808716,0.017130624502897263,0.021827979013323784,0.0,0.0,False,False
26,3,Orientation droite,-1.292024693407227,-8.088124133947783,-0.010691547766327858,1.125409722328186,-0.05682066082954407,-0.5205066204071045,0.016387714073061943,-0.014858273789286613,0.0,0.0,False,False
