step,action,action_label,reward,cumulative_reward,x,y,vx,vy,angle,angular_velocity,left_contact,right_contact,terminated,truncated
0,2,Moteur principal,3.6418054131733415,3.6418054131733415,-0.0023813247680664062,1.3985029458999634,-0.12429468333721161,-0.25531288981437683,0.0022289010230451822,0.017852328717708588,0.0,0.0,False,False
1,2,Moteur principal,0.737416640654186,4.379222053827528,-0.00354938511736691,1.3928388357162476,-0.11803261190652847,-0.2517373263835907,0.003442482789978385,0.02427392452955246,0.0,0.0,False,False
2,2,Moteur principal,-0.6803888064001911,3.698833247427337,-0.004868984222412109,1.3871084451675415,-0.1324552595615387,-0.2546886205673218,0.0039349389262497425,0.009850003756582737,0.0,0.0,False,False
3,2,Moteur principal,2.48383153063362,6.182664778060957,-0.006291294004768133,1.3820985555648804,-0.14224794507026672,-0.22266142070293427,0.003952689468860626,0.00035516961361281574,0.0,0.0,False,False
4,3,Orientation droite,-1.1055810495624872,5.07708372849847,-0.007632636930793524,1.3764768838882446,-0.13208357989788055,-0.24984537065029144,0.001933334395289421,-0.040390823036432266,0.0,0.0,False,False
5,2,Moteur principal,4.177617470228836,9.254701198727306,-0.008817672729492188,1.3716645240783691,-0.11722628772258759,-0.2138862907886505,0.0006686380365863442,-0.025296296924352646,0.0,0.0,False,False
6,2,Moteur principal,1.4557695308062761,10.710470729533581,-0.009915446862578392,1.3670703172683716,-0.10891958326101303,-0.20418834686279297,-0.00017947856395039707,-0.01696404442191124,0.0,0.0,False,False
7,3,Orientation droite,-1.7409481206487374,8.969522608884844,-0.010937118902802467,1.3618855476379395,-0.09937498718500137,-0.23043304681777954,-0.0029404505621641874,-0.05522426962852478,0.0,0.0,False,False
8,2,Moteur principal,0.48757958595451784,9.457102194839361,-0.012002086266875267,1.3568872213363647,-0.10349492728710175,-0.2221640795469284,-0.005913706496357918,-0.05947072431445122,0.0,0.0,False,False
9,2,Moteur principal,3.110292119995319,12.56739431483468,-0.01305236853659153,1.3527008295059204,-0.1020698994398117,-0.18607473373413086,-0.00884400773793459,-0.058611273765563965,0.0,0.0,False,False
10,1,Orientation gauche,-2.4431252760941775,10.124269038740502,-0.01416311226785183,1.3479039669036865,-0.1096358671784401,-0.21319618821144104,-0.010257279500365257,-0.028267856687307358,0.0,0.0,False,False
11,2,Moteur principal,-1.0187658882246524,9.10550315051585,-0.015433120541274548,1.343041181564331,-0.12479090690612793,-0.2161497175693512,-0.01244147215038538,-0.04368799552321434,0.0,0.0,False,False
12,2,Moteur principal,-0.24317387590606926,8.86232927460978,-0.016789818182587624,1.3382477760314941,-0.13302075862884521,-0.21306128799915314,-0.01506001502275467,-0.0523754358291626,0.0,0.0,False,False
13,2,Moteur principal,2.936384755380243,11.798714029990023,-0.018186187371611595,1.3343768119812012,-0.13673880696296692,-0.17207208275794983,-0.01793808490037918,-0.057566992938518524,0.0,0.0,False,False
14,1,Orientation gauche,-2.27780731431386,9.520906715676164,-0.019642163068056107,1.329911470413208,-0.1441919207572937,-0.19848109781742096,-0.019318852573633194,-0.027617529034614563,0.0,0.0,False,False
15,2,Moteur principal,2.8384343046052836,12.359341020281448,-0.021157264709472656,1.3264198303222656,-0.14973458647727966,-0.15520194172859192,-0.021073540672659874,-0.035097211599349976,0.0,0.0,False,False
16,1,Orientation gauche,-2.2702217971112177,10.089119223170231,-0.022757435217499733,1.3223273754119873,-0.1603962928056717,-0.1818879246711731,-0.020690446719527245,0.007662401534616947,0.0,0.0,False,False
17,3,Orientation droite,-1.1985662352359714,8.89055298793426,-0.024279499426484108,1.3176347017288208,-0.15061472356319427,-0.20858675241470337,-0.022268567234277725,-0.03156528249382973,0.0,0.0,False,False
18,2,Moteur principal,1.4498361006205982,10.340389088554858,-0.025614166632294655,1.3130385875701904,-0.13270318508148193,-0.2042843997478485,-0.023017963394522667,-0.014989450573921204,0.0,0.0,False,False
19,2,Moteur principal,0.10851148238800762,10.448900570942865,-0.026999473571777344,1.3085317611694336,-0.13748468458652496,-0.20031766593456268,-0.024054350331425667,-0.020729651674628258,0.0,0.0,False,False
20,2,Moteur principal,0.8708851235038935,11.319785694446757,-0.02846698835492134,1.3044085502624512,-0.14524434506893158,-0.18327467143535614,-0.025546494871377945,-0.029845595359802246,0.0,0.0,False,False
21,1,Orientation gauche,-2.1950165773985746,9.124769117048183,-0.030002975836396217,1.299680471420288,-0.1538134515285492,-0.21013711392879486,-0.02532307431101799,0.004468854982405901,0.0,0.0,False,False
22,2,Moteur principal,0.044140518142296525,9.168909635190479,-0.0315614715218544,1.2949504852294922,-0.1559288203716278,-0.21021869778633118,-0.025252820923924446,0.0014051261823624372,0.0,0.0,False,False
23,2,Moteur principal,0.8313586799778079,10.000268315168286,-0.03312664106488228,1.2904236316680908,-0.15648403763771057,-0.20119617879390717,-0.02527489885687828,-0.00044152248301543295,0.0,0.0,False,False
24,2,Moteur principal,3.209481708577056,13.209750023745343,-0.0345333106815815,1.2865041494369507,-0.14129933714866638,-0.17418351769447327,-0.02465917356312275,0.01231476105749607,0.0,0.0,False,False
25,3,Orientation droite,-1.2563276695592254,11.953422354186118,-0.03585309907793999,1.2819855213165283,-0.13038280606269836,-0.20085524022579193,-0.02622900903224945,-0.0313967689871788,0.0,0.0,False,False
26,1,Orientation gauche,-2.297551168030479,9.65587118615564,-0.03726396709680557,1.2768704891204834,-0.14182475209236145,-0.22731973230838776,-0.025506218895316124,0.014455976895987988,0.0,0.0,False,False
27,2,Moteur principal,1.0834014304075026,10.739272616563142,-0.038570404052734375,1.2718207836151123,-0.13181114196777344,-0.2244151532649994,-0.024352556094527245,0.02307329885661602,0.0,0.0,False,False
28,2,Moteur principal,2.0647693016961,12.80404191825924,-0.03980064392089844,1.2671328783035278,-0.12448775768280029,-0.20833571255207062,-0.022919438779354095,0.02866249717772007,0.0,0.0,False,False
29,3,Orientation droite,-1.4181682080939015,11.38587371016534,-0.04095716401934624,1.2618539333343506,-0.11522708088159561,-0.2346314787864685,-0.023337198421359062,-0.00835496000945568,0.0,0.0,False,False
30,2,Moteur principal,1.8250477326424288,13.210921442807768,-0.04209470748901367,1.2569774389266968,-0.11333948373794556,-0.2167365849018097,-0.023739144206047058,-0.008039204403758049,0.0,0.0,False,False
31,2,Moteur principal,2.3909055600738727,15.601827002881642,-0.04311494901776314,1.2525382041931152,-0.1020880937576294,-0.19729165732860565,-0.02367500029504299,0.0012830417836084962,0.0,0.0,False,False
