step,action,action_label,reward,cumulative_reward,x,y,vx,vy,angle,angular_velocity,left_contact,right_contact,terminated,truncated
0,3,Orientation droite,0.8485284640262603,0.8485284640262603,-0.012996482662856579,1.4309654235839844,-0.6509219408035278,0.4327239394187927,0.012857825495302677,0.10545337200164795,0.0,0.0,False,False
1,3,Orientation droite,1.039479540138957,1.8880080041652172,-0.019372273236513138,1.4400947093963623,-0.6408576369285583,0.4057155251502991,0.016107184812426567,0.06499294191598892,0.0,0.0,False,False
2,3,Orientation droite,0.936481603050255,2.8244896072154724,-0.025688838213682175,1.4486345052719116,-0.6334384679794312,0.3795161545276642,0.01786431483924389,0.035145752131938934,0.0,0.0,False,False
3,3,Orientation droite,1.559880466748781,4.384370073964253,-0.03191356733441353,1.4565730094909668,-0.6219114065170288,0.35282614827156067,0.01730928011238575,-0.01110144890844822,0.0,0.0,False,False
4,3,Orientation droite,1.5038957402104824,5.888265814174735,-0.038068391382694244,1.4639122486114502,-0.6131353378295898,0.3262137174606323,0.014995826408267021,-0.04627354070544243,0.0,0.0,False,False
5,3,Orientation droite,2.0167007547645155,7.904966568939251,-0.044127464294433594,1.4706616401672363,-0.6011408567428589,0.3000200390815735,0.010276883840560913,-0.09438775479793549,0.0,0.0,False,False
6,3,Orientation droite,2.0511482210924057,9.956114790031657,-0.050107765942811966,1.4768123626708984,-0.5912467241287231,0.27339839935302734,0.0035786547232419252,-0.13397690653800964,0.0,0.0,False,False
7,3,Orientation droite,1.3879141202625374,11.344028910294195,-0.05599021911621094,1.482369065284729,-0.5789943337440491,0.24695907533168793,-0.005570995155721903,-0.1830100417137146,0.0,0.0,False,False
8,3,Orientation droite,0.22289983345612654,11.566928743750323,-0.06179685518145561,1.4873325824737549,-0.5694923400878906,0.2205226570367813,-0.016617199406027794,-0.2209443598985672,0.0,0.0,False,False
9,3,Orientation droite,-0.007229130271382472,11.55969961347894,-0.06753234565258026,1.4916911125183105,-0.5605765581130981,0.19352179765701294,-0.029443688690662384,-0.256553590297699,0.0,0.0,False,False
10,3,Orientation droite,-0.21172733942523678,11.347972274053705,-0.07319440692663193,1.4954603910446167,-0.5513890981674194,0.16716644167900085,-0.044097382575273514,-0.2931008040904999,0.0,0.0,False,False
11,3,Orientation droite,-0.41779556895983094,10.930176705093874,-0.0787842720746994,1.4986246824264526,-0.5423542261123657,0.1400640308856964,-0.060555893927812576,-0.3292006254196167,0.0,0.0,False,False
12,3,Orientation droite,-0.6429978869153092,10.287178818178566,-0.08430280536413193,1.5011757612228394,-0.5334419012069702,0.11253633350133896,-0.07880409061908722,-0.3649975061416626,0.0,0.0,False,False
13,3,Orientation droite,-0.642349181678951,9.644829636499615,-0.08972568809986115,1.5031205415725708,-0.5214970707893372,0.08520129323005676,-0.09944435954093933,-0.4128432273864746,0.0,0.0,False,False
14,0,Ne rien faire,-1.861661207339381,7.783168429160234,-0.09514770656824112,1.5044708251953125,-0.5214405655860901,0.058497942984104156,-0.12008024752140045,-0.4127553403377533,0.0,0.0,False,False
