step,action,action_label,reward,cumulative_reward,x,y,vx,vy,angle,angular_velocity,left_contact,right_contact,terminated,truncated
0,2,Moteur principal,0.41286340085026724,0.41286340085026724,-0.006735038943588734,1.3951928615570068,-0.34548765420913696,-0.3428136110305786,0.007089641410857439,0.06488442420959473,0.0,0.0,False,False
1,2,Moteur principal,0.9111916124146375,1.3240550132649047,-0.01030435599386692,1.3880670070648193,-0.35952693223953247,-0.31672021746635437,0.00965168047696352,0.05124562978744507,0.0,0.0,False,False
2,2,Moteur principal,1.344334559326893,2.6683895725917974,-0.013702392578125,1.3809638023376465,-0.3432418704032898,-0.31572040915489197,0.01305492501705885,0.06807105243206024,0.0,0.0,False,False
3,2,Moteur principal,-0.44334877805157474,2.225040794540223,-0.017272472381591797,1.3740861415863037,-0.3596488833427429,-0.3057061731815338,0.015667738392949104,0.05226122587919235,0.0,0.0,False,False
4,2,Moteur principal,1.332974647988675,3.558015442528898,-0.02079181745648384,1.3675259351730347,-0.3548661470413208,-0.29159289598464966,0.018569545820355415,0.05804165080189705,0.0,0.0,False,False
5,2,Moteur principal,1.712738167074417,5.270753609603315,-0.024191951379179955,1.361276626586914,-0.34358447790145874,-0.2778019905090332,0.022092631086707115,0.07046802341938019,0.0,0.0,False,False
6,3,Orientation droite,-0.5746794001645117,4.6960742094388035,-0.027518749237060547,1.3544209003448486,-0.33438074588775635,-0.30472517013549805,0.023770051077008247,0.033551592379808426,0.0,0.0,False,False
7,2,Moteur principal,0.7045888938349776,5.400663103273781,-0.031020641326904297,1.348176121711731,-0.3511335253715515,-0.27755939960479736,0.024707144126296043,0.01874387636780739,0.0,0.0,False,False
8,2,Moteur principal,1.5421336668710068,6.942796770144788,-0.03455152362585068,1.3425337076187134,-0.3539908230304718,-0.2507913410663605,0.02560039982199669,0.017866482958197594,0.0,0.0,False,False
9,3,Orientation droite,-0.21953285264885267,6.723263917495935,-0.03801307827234268,1.3362994194030762,-0.3452991247177124,-0.277063250541687,0.02474711649119854,-0.017066892236471176,0.0,0.0,False,False
10,2,Moteur principal,1.755100824238849,8.478364741734785,-0.04144859313964844,1.3305178880691528,-0.34289243817329407,-0.25695398449897766,0.02410021983087063,-0.012939292006194592,0.0,0.0,False,False
11,2,Moteur principal,1.0336176921243065,9.51198243385909,-0.04496431350708008,1.3252646923065186,-0.3506165146827698,-0.23345324397087097,0.02315923012793064,-0.01882156729698181,0.0,0.0,False,False
12,3,Orientation droite,0.1529251652063988,9.66490759906549,-0.048398591578006744,1.3194223642349243,-0.3404030203819275,-0.2596166133880615,0.020168431103229523,-0.059821587055921555,0.0,0.0,False,False
13,2,Moteur principal,-0.13534977478655036,9.529557824278939,-0.0519893653690815,1.3137505054473877,-0.3553667664527893,-0.2520369291305542,0.016489343717694283,-0.07358843088150024,0.0,0.0,False,False
14,2,Moteur principal,-0.23821154218716173,9.291346282091776,-0.05575961992144585,1.3082780838012695,-0.3724963068962097,-0.2431764304637909,0.012007886543869972,-0.08963741362094879,0.0,0.0,False,False
15,2,Moteur principal,1.5822963295577324,10.873642611649508,-0.059476472437381744,1.3030256032943726,-0.36743003129959106,-0.23342375457286835,0.007808677852153778,-0.08399175852537155,0.0,0.0,False,False
16,2,Moteur principal,3.90618522737027,14.779827839019777,-0.06302347034215927,1.2986853122711182,-0.3513096868991852,-0.192891463637352,0.004440437536686659,-0.06737061589956284,0.0,0.0,False,False
17,3,Orientation droite,0.40972343891948637,15.189551277939264,-0.0664745345711708,1.2937387228012085,-0.3392476439476013,-0.219839408993721,-0.001342357718385756,-0.11566653102636337,0.0,0.0,False,False
18,2,Moteur principal,1.4306068822420002,16.620158160181266,-0.0698726624250412,1.289414405822754,-0.3342170715332031,-0.19220371544361115,-0.0068828873336315155,-0.11082055419683456,0.0,0.0,False,False
19,2,Moteur principal,0.3775506828368805,16.997708843018145,-0.07323598861694336,1.285338044166565,-0.3308814465999603,-0.18121208250522614,-0.01228001993149519,-0.10795214027166367,0.0,0.0,False,False
20,2,Moteur principal,1.52660623872178,18.524315081739925,-0.07644776999950409,1.2815788984298706,-0.31640496850013733,-0.16711650788784027,-0.017006589099764824,-0.09453975409269333,0.0,0.0,False,False
21,2,Moteur principal,0.3756070757205066,18.89992215746043,-0.07965087890625,1.2781970500946045,-0.3155122399330139,-0.1503719836473465,-0.02174442633986473,-0.094765305519104,0.0,0.0,False,False
22,3,Orientation droite,-0.6593138065948938,18.240608350865536,-0.0827694907784462,1.2742102146148682,-0.3049304485321045,-0.17730563879013062,-0.028599834069609642,-0.1371203362941742,0.0,0.0,False,False
23,2,Moteur principal,1.997830673296346,20.23843902416188,-0.08573446422815323,1.2708373069763184,-0.29017966985702515,-0.15003655850887299,-0.034850213676691055,-0.1250191628932953,0.0,0.0,False,False
24,1,Orientation gauche,-2.211267551595397,18.027171472566483,-0.08876772224903107,1.2668352127075195,-0.2987101376056671,-0.17798574268817902,-0.03940407559275627,-0.09107705950737,0.0,0.0,False,False
25,2,Moteur principal,-0.5722772432452132,17.45489422932127,-0.09182576835155487,1.2628438472747803,-0.3010076880455017,-0.17752809822559357,-0.044147346168756485,-0.09486554563045502,0.0,0.0,False,False
26,2,Moteur principal,2.041423715354296,19.496317944675564,-0.09481553733348846,1.259784460067749,-0.29428592324256897,-0.13611261546611786,-0.04878397285938263,-0.09273238480091095,0.0,0.0,False,False
27,1,Orientation gauche,-2.1453506896115173,17.350967255064045,-0.09789848327636719,1.2561269998550415,-0.30597060918807983,-0.16263198852539062,-0.05108063668012619,-0.045933231711387634,0.0,0.0,False,False
28,2,Moteur principal,2.3291936608849655,19.68016091594901,-0.10078563541173935,1.2528656721115112,-0.2871558964252472,-0.14500018954277039,-0.05263037607073784,-0.03099471889436245,0.0,0.0,False,False
29,3,Orientation droite,-0.5587390849624387,19.12142183098657,-0.10360202938318253,1.248992681503296,-0.2782660126686096,-0.17225565016269684,-0.05596970394253731,-0.06678657978773117,0.0,0.0,False,False
30,1,Orientation gauche,-1.9856633911985273,17.13575843978804,-0.10649184882640839,1.2445199489593506,-0.28747016191482544,-0.19884634017944336,-0.05746706947684288,-0.029947126284241676,0.0,0.0,False,False
31,2,Moteur principal,1.1215253688410314,18.257283808629072,-0.1092996597290039,1.2402414083480835,-0.27950558066368103,-0.19020725786685944,-0.058726388961076736,-0.025186533108353615,0.0,0.0,False,False
32,2,Moteur principal,1.9856303304765788,20.24291413910565,-0.11197271198034286,1.236335039138794,-0.2664819359779358,-0.1736535280942917,-0.059539761394262314,-0.016267264261841774,0.0,0.0,False,False
33,2,Moteur principal,0.8388024290416751,21.081716568147325,-0.11453485488891602,1.2323966026306152,-0.25579962134361267,-0.1750544160604477,-0.059945229440927505,-0.008109742775559425,0.0,0.0,False,False
34,2,Moteur principal,0.8245206901900246,21.90623725833735,-0.1171085387468338,1.2288453578948975,-0.25671863555908203,-0.1578613817691803,-0.06058686971664429,-0.012832818552851677,0.0,0.0,False,False
35,3,Orientation droite,-0.6056881894299397,21.300549068907408,-0.11960487067699432,1.2246918678283691,-0.24701789021492004,-0.18470552563667297,-0.06317168474197388,-0.05169658735394478,0.0,0.0,False,False
36,2,Moteur principal,1.7120561825726213,23.01260525148003,-0.12192440032958984,1.2207149267196655,-0.23000459372997284,-0.1768382042646408,-0.06509146094322205,-0.03839532658457756,0.0,0.0,False,False
37,1,Orientation gauche,-1.9229520834122968,21.08965316806773,-0.12431392818689346,1.2161555290222168,-0.23882326483726501,-0.20265254378318787,-0.06522788852453232,-0.002728299703449011,0.0,0.0,False,False
38,2,Moteur principal,0.9334828928008221,22.023136060868552,-0.12664003670215607,1.211714506149292,-0.2326194941997528,-0.19737592339515686,-0.06521567702293396,0.00024430101620964706,0.0,0.0,False,False
39,2,Moteur principal,1.8114309678588938,23.834567028727445,-0.12884846329689026,1.2075567245483398,-0.2212270200252533,-0.18476958572864532,-0.06483839452266693,0.0075456611812114716,0.0,0.0,False,False
40,2,Moteur principal,0.4647460611661643,24.29931308989361,-0.13115206360816956,1.2038191556930542,-0.23009076714515686,-0.16612352430820465,-0.06510447710752487,-0.005321485921740532,0.0,0.0,False,False
41,2,Moteur principal,2.1625773968330977,26.461890486726706,-0.13337326049804688,1.2006921768188477,-0.22198636829853058,-0.13898156583309174,-0.06523334234952927,-0.002577307168394327,0.0,0.0,False,False
42,1,Orientation gauche,-1.7700151890341818,24.691875297692523,-0.13567237555980682,1.1969752311706543,-0.23178553581237793,-0.16511724889278412,-0.06339086592197418,0.03684971481561661,0.0,0.0,False,False
43,3,Orientation droite,-0.6254914737760078,24.066383823916514,-0.1379067450761795,1.1926538944244385,-0.22364306449890137,-0.1920499950647354,-0.06318213045597076,0.004174841567873955,0.0,0.0,False,False
44,2,Moteur principal,3.122911110520289,27.189294934436802,-0.14004620909690857,1.18917977809906,-0.21430525183677673,-0.1543877124786377,-0.0628172755241394,0.007296908646821976,0.0,0.0,False,False
45,3,Orientation droite,-0.6333712988242144,26.555923635612587,-0.14209194481372833,1.1850980520248413,-0.20255689322948456,-0.18150010704994202,-0.06481113284826279,-0.03987728804349899,0.0,0.0,False,False
46,1,Orientation gauche,-2.2088944549676044,24.34702918064498,-0.1442333161830902,1.1804263591766357,-0.21456778049468994,-0.2076120525598526,-0.0643911063671112,0.008400616236031055,0.0,0.0,False,False
47,2,Moteur principal,2.3627291835174846,26.709758364162465,-0.14636000990867615,1.1764802932739258,-0.21288955211639404,-0.17537108063697815,-0.06416617333889008,0.004498754628002644,0.0,0.0,False,False
48,2,Moteur principal,3.464242414509397,30.17400077867186,-0.14828749001026154,1.1732110977172852,-0.1936502754688263,-0.14525507390499115,-0.06327495723962784,0.017824262380599976,0.0,0.0,False,False
49,3,Orientation droite,-0.6993226286556637,29.474678150016196,-0.1501232087612152,1.1693278551101685,-0.1821247637271881,-0.17265534400939941,-0.06470483541488647,-0.02859753929078579,0.0,0.0,False,False
50,1,Orientation gauche,-2.004379862875537,27.470298287140658,-0.1520184576511383,1.1648468971252441,-0.18959052860736847,-0.19915439188480377,-0.06463862210512161,0.0013240077532827854,0.0,0.0,False,False
51,2,Moteur principal,0.5884772296970311,28.058775516837688,-0.15391989052295685,1.1605312824249268,-0.19002828001976013,-0.19180244207382202,-0.06475386023521423,-0.002304792869836092,0.0,0.0,False,False
52,2,Moteur principal,0.9915559540928995,29.050331470930587,-0.15591220557689667,1.1567599773406982,-0.1984565556049347,-0.16765309870243073,-0.06551708281040192,-0.015264381654560566,0.0,0.0,False,False
53,1,Orientation gauche,-2.0140920197073897,27.036239451223196,-0.1579935997724533,1.1524091958999634,-0.20965668559074402,-0.19329598546028137,-0.06401672959327698,0.030007105320692062,0.0,0.0,False,False
54,2,Moteur principal,1.1285221190321237,28.16476157025532,-0.15996046364307404,1.148069143295288,-0.19862355291843414,-0.19281314313411713,-0.062108684331178665,0.038161031901836395,0.0,0.0,False,False
55,2,Moteur principal,1.24179212930444,29.40655369955976,-0.16178035736083984,1.1436941623687744,-0.1844843178987503,-0.1943383514881134,-0.05962953716516495,0.04958261176943779,0.0,0.0,False,False
56,3,Orientation droite,-0.9691950183076858,28.43735868125207,-0.1635391265153885,1.1387227773666382,-0.1768457293510437,-0.22091259062290192,-0.05867530032992363,0.019084742292761803,0.0,0.0,False,False
57,2,Moteur principal,0.7753261441479082,29.21268482539998,-0.1652338057756424,1.1337831020355225,-0.17061246931552887,-0.21949833631515503,-0.05753916874527931,0.022722646594047546,0.0,0.0,False,False
58,2,Moteur principal,-0.5180633810334598,28.69462144436652,-0.16707058250904083,1.1288824081420898,-0.1840449571609497,-0.21778440475463867,-0.057172875851392746,0.007325603161007166,0.0,0.0,False,False
59,2,Moteur principal,2.0004646553605143,30.695086099727032,-0.16881808638572693,1.1243529319763184,-0.1753627508878708,-0.20128577947616577,-0.05656581372022629,0.012141291983425617,0.0,0.0,False,False
60,2,Moteur principal,1.5666944548981803,32.26178055462521,-0.17043133080005646,1.1199736595153809,-0.1624346226453781,-0.1945931613445282,-0.055469904094934464,0.02191827818751335,0.0,0.0,False,False
61,2,Moteur principal,0.4740502329965011,32.735830787621715,-0.17210474610328674,1.1157991886138916,-0.16803078353405,-0.1855030208826065,-0.05478975176811218,0.013603046536445618,0.0,0.0,False,False
62,2,Moteur principal,2.172583408842411,34.90841419646413,-0.17377252876758575,1.1122701168060303,-0.16727225482463837,-0.15682844817638397,-0.054293882101774216,0.009917148388922215,0.0,0.0,False,False
63,3,Orientation droite,-1.1779356172255564,33.73047857923857,-0.1753745973110199,1.1081236600875854,-0.15902891755104065,-0.18432998657226562,-0.05546362325549126,-0.023394722491502762,0.0,0.0,False,False
64,2,Moteur principal,1.9472270835322376,35.67770566277081,-0.17680701613426208,1.104237675666809,-0.1427093893289566,-0.17272871732711792,-0.055997297167778015,-0.01067345216870308,0.0,0.0,False,False
65,2,Moteur principal,3.647662949119206,39.32536861189002,-0.17813929915428162,1.1012791395187378,-0.13288472592830658,-0.13150475919246674,-0.05633201822638512,-0.0066942996345460415,0.0,0.0,False,False
66,1,Orientation gauche,-2.1142907911760163,37.211077820714,-0.1795540750026703,1.0977364778518677,-0.1432560384273529,-0.15738821029663086,-0.054576318711042404,0.03511407971382141,0.0,0.0,False,False
67,3,Orientation droite,-1.1217553876958835,36.08932243301812,-0.18089285492897034,1.0935968160629272,-0.13373813033103943,-0.183990940451622,-0.05472251772880554,-0.002924005500972271,0.0,0.0,False,False
68,2,Moteur principal,2.7359523526730927,38.825274785691214,-0.18218402564525604,1.0901532173156738,-0.12896117568016052,-0.15305545926094055,-0.05486702546477318,-0.0028902976773679256,0.0,0.0,False,False
69,1,Orientation gauche,-2.0659244992491197,36.75935028644209,-0.18354396522045135,1.0861223936080933,-0.13761869072914124,-0.17908062040805817,-0.05326702818274498,0.0320001095533371,0.0,0.0,False,False
70,3,Orientation droite,-1.2874674201522385,35.47188286628985,-0.184814453125,1.0814759731292725,-0.12637624144554138,-0.20653291046619415,-0.05393112823367119,-0.013282224535942078,0.0,0.0,False,False
71,2,Moteur principal,2.716686698040104,38.18856956432996,-0.18615493178367615,1.0776945352554321,-0.13280053436756134,-0.16810427606105804,-0.05516253411769867,-0.0246280487626791,0.0,0.0,False,False
72,1,Orientation gauche,-2.171425055530675,36.017144508799284,-0.187567800283432,1.0733305215835571,-0.14190137386322021,-0.19393929839134216,-0.05455675721168518,0.012115628458559513,0.0,0.0,False,False
73,2,Moteur principal,1.4666282278294431,37.48377273662873,-0.18901404738426208,1.0694127082824707,-0.14491119980812073,-0.17411141097545624,-0.05428178980946541,0.005499384831637144,0.0,0.0,False,False
74,2,Moteur principal,0.8469167175059169,38.33068945413465,-0.19039306044578552,1.06559157371521,-0.13836650550365448,-0.16981305181980133,-0.053812213242053986,0.00939171202480793,0.0,0.0,False,False
75,3,Orientation droite,-1.4220528865916993,36.90863656754295,-0.19169826805591583,1.0611557960510254,-0.12910424172878265,-0.19720348715782166,-0.055209580808877945,-0.02794765867292881,0.0,0.0,False,False
76,2,Moteur principal,1.536604234005648,38.4452408015486,-0.19287224113941193,1.056947946548462,-0.11645065248012543,-0.1870504915714264,-0.05614200606942177,-0.01864859089255333,0.0,0.0,False,False
77,2,Moteur principal,0.786383344041792,39.231624145590395,-0.19399051368236542,1.0528723001480103,-0.1110159158706665,-0.18117012083530426,-0.05694430321455002,-0.016046123579144478,0.0,0.0,False,False
78,2,Moteur principal,1.6313549374977299,40.86297908308813,-0.195179745554924,1.0493717193603516,-0.11757346242666245,-0.15563584864139557,-0.05828103795647621,-0.0267343670129776,0.0,0.0,False,False
79,1,Orientation gauche,-2.2311245635455905,38.631854519542536,-0.1964408904314041,1.0452864170074463,-0.12661324441432953,-0.18154574930667877,-0.05779378488659859,0.009745187126100063,0.0,0.0,False,False
80,2,Moteur principal,-0.38510018353192094,38.24675433601062,-0.19784507155418396,1.04131019115448,-0.14011214673519135,-0.17673233151435852,-0.058093179017305374,-0.005987807177007198,0.0,0.0,False,False
81,2,Moteur principal,2.264174446368668,40.51092878237929,-0.1992873251438141,1.038110613822937,-0.14349928498268127,-0.1422288715839386,-0.058815717697143555,-0.014450833201408386,0.0,0.0,False,False
82,1,Orientation gauche,-2.099667483767887,38.4112612986114,-0.20080438256263733,1.0343239307403564,-0.15288236737251282,-0.16825318336486816,-0.05764809995889664,0.023352231830358505,0.0,0.0,False,False
83,3,Orientation droite,-1.2874825861477166,37.12377871246368,-0.20226120948791504,1.0299254655838013,-0.14532418549060822,-0.19549599289894104,-0.05800418555736542,-0.007121781352907419,0.0,0.0,False,False
84,2,Moteur principal,0.21573631310986913,37.339515025573554,-0.20365437865257263,1.025460124015808,-0.13915583491325378,-0.19846494495868683,-0.05816160887479782,-0.0031484824139624834,0.0,0.0,False,False
